text,label,id
सूअर की आँखो से देखो कीचड़ भी हसीन लेगेगा।,NOT,4072
ओसामा सहाब और मैडम ने आप के कान मे आ कर कहा क्या अगर सारी मदद उन्हों ने की तो ओसामा सहाब के साथ खड़े होने मे शर्म लग रहा था क्या आप अपनी सफाई अपने पास रखिए सिवान मे राजद के साथ क्या करना है मैडम के सिवान आने पर सोचा जायेगा ठीक है #JusticeForShahabuddin  @RJDforIndia @tshahab05 https://t.co/HwvpurnAh0 https://t.co/clw0sQcIdM,NOT,4073
So which kids has it worse?   Dick Head or Pussy Head??   I saw pussy. #lrt,HOF,4074
@piersmorgan is still a monumental wanker....of that there is no doubt. https://t.co/rIunEnmoCE,HOF,4075
#bengalviolence Be careful everyone. Some unscrupulous people are posting these pictures on social media to spread tension in the state and the country.  #CovidIndia #COVIDEmergencyIndia #ममता_की_निर्ममता #SpinelessBJP #SpinlessBJP #बंगाल_हिंसा #COVIDEmergency   #BengalBurning https://t.co/s1A7UpaBju,NOT,4076
"वोट दिए है Tejashwi Yadav जी आपको, सवाल तो करेंगे ही ! हम कोई अंधभक्त थोडे है जो किसी को  अपना बाप बना बैठेंगे #JusticeForShahabuddin  @yadavtejashwi @Iamfarhan_IND  @RJDforIndia",NOT,4077
Lost hope in this government the time when they literally built a wall and painted stuff and called it beautification. Imagine how #pretentious our #leader is when he himself think poor people are scum and doesn't add up to our beauty. #modi #IndiaChoked #IndiaCovidCrisis,HOF,4078
काश नसबंदी के समय कांग्रेस ने सबकी ईमानदारी से नसबंदी कराई होती तो आज सुबह सुबह नाजायज़ औलाद फालतू ना बोलती😂😂 https://t.co/aclO6ISKN6,HOF,4079
दीदी ओ दीदी आप ने तो बुरी तरह से चुनाव हराकर मेरी हेकड़ी निकाल दी ।#Resign_PM_Modi          2मई दाड़ी गई   ✌🏻जय जवाब जय किसान✌️ #ElectionResults2021 #Elections2021,NOT,4080
bitch i’m worth more,HOF,4081
"मुक्त का ज्ञान तो मूर्ख देते है ,  बुद्धिमान लोग तो बोलने के भी पैसे वसूल लेते है । ⚔️ *# कटाक्ष* ⚔️",NOT,4082
When people die over O2 shortage and vaccines are taxed...govt is in hurry to build Thier huts spending crores ... shameful Indian politics. #ResignPMmodi #COVID19India #ExitModi #ModiFailsIndia #India #ModiMadeDisaster,HOF,4083
"अपना @Baklol801 रोड़ पर चल रहा था,   अचानक नीचे झुककर रोड़ से              कुछ उठाया और जोर से चिल्लाया कमीने लोग..                ""हगते"" भी ऐसे हैं जैसे समोसा पड़ा हो!! 😝😝😝😂😂😂",HOF,4084
तुम्हारे अल्लाह दल्लाह के भी गांड मे इतना ताकत नही जो हमे डरा सके फिर तू तो मेरा ही नाजायज औलाद है https://t.co/ofUV8Y6Ka4,HOF,4085
@hazastrid i hate this whore astrid you should report her tbf,HOF,4086
तोह आप वैक्सीन न लगाएं । पैसे बचा ये और नया parliament  बनाने में govt. की हेल्प करे ।  सारा ध्यान बस पैसो पर है ।  साहब आमिर खानदान से है  18000 cr के आगे only लगा रखा है । #ModiKaVaccineJumla #ModiResign https://t.co/LAEVVMQEqb,HOF,4087
WHERE IS THE PM??? Yes my tone is angry and shrill #ResignModi https://t.co/HfFpU1L0Cf,HOF,4088
"लाशों के ढेर लग रहे है.. ""मोदी शाह"" सरकार को ""5G"" लाना है कहीं ""मौतों"" के पीछे कोरोना के नाम पर  ""5G""रेडिएशन तो नहीं है ""वजह""...?? ""केंद्र सरकार"" कह रही है ""कोरोना"" की तीसरी लहर तय..!! लाशों पर ""5G"" नहीं चाहिए  ""Stop 5G""  #ResignModi #Stop5GNetwork  @RahulGandhi @priyankagandhi https://t.co/bIQhPAZlBt",HOF,4089
@DChaurasia2312 भाड़ में जाओ,NOT,4090
@ryusih what the fuck are you laughing at are you serious can we stop heightshaming others,NOT,4091
"""Prime Minister Narendra Modi"" Ji 𝗣𝗿𝗼𝗺𝗶𝘀𝗲𝗱 ""Ache Din"" 𝗕𝘂𝘁 𝗗𝗲𝗹𝗶𝘃𝗲𝗿𝗲𝗱 ‼  ▪️ #COVIDEmergency  ▪️ #lockdown2021  ▪️ #IndiaCovidCrisis   𝗠𝗲𝗮𝗻𝘄𝗵𝗶𝗹𝗲 It's Time 𝗧𝗼 #ExitModi  𝗡𝗼𝘄 We 𝗖𝗮𝗻'𝘁 Say  #IStandWithModi  ‼  #मजदूरों_के_मसीहा_बाबासाहेब https://t.co/CY4QopR2RV",NOT,4092
@theyh8nahj Lol I love plp like that! No hating ass bitch 👏🏼,HOF,4093
Modi did worse to India than what Bolsonaro did to Brazil. #IndiaCovidCrisis,HOF,4094
"@sajjadali_10 ये रिंकिया के पापा, निरहुआ जैसे फूहड़ लोग भी तो वहीं से निकले हैं ना।",HOF,4095
one thing that’ll really piss me off is when somebody ask me for help with something that they can do themselves like don’t even be needing help just want me to do it for them,NOT,4096
इस धर्म युद्ध में न भगवान कृष्ण आएँगे और न ही मोदी जी।  तू अर्जुन बन रणभूमि में जा और जिहादियों का खात्मा कर। #BengalBurning https://t.co/gSMxbsSdR8,NOT,4097
"अत्याचार सहन करने का कुफल यही होता है पौरुष का आतंक मनुज कोमल होकर खोता है।  क्षमा शोभती उस भुजंग को जिसके पास गरल हो उसको क्या जो दंतहीन विषरहित, विनीत, सरल हो।  सहनशीलता, क्षमा, दया को तभी पूजता जग है बल का दर्प चमकता उसके पीछे जब जगमग है।  cc @narendramodi   #BengalBurning",NOT,4098
@aajtak I never cried for a tv anchor he was a great man last week my aunt died due to covid19 #chinesevirus but i didn't feel that much but today i literally cry for rohit sir Only Because of him i watched news debates I am really sad and depressed right now RIP 🙏,NOT,4099
@fake_patrakar मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,4100
"👮 बड़े दौर गुजरे जिंदगी के…. यह दौर भी गुजर जायेगा , थाम लो अपने पांवों को घरों में, कोरोना भी थम जाएगा 🚓🔥  #COVID19India #Police #CovidVaccine #CovidIndia #Covid https://t.co/er6kf7hLGa",NOT,4101
"""हमको ध्यान रखना होगा के टीकाकरण केंद्र संक्रमण की जगह ना बन जाएं"": डॉ विवेक गोस्वामी, बाल रोग विशेषज्ञ, फोर्टिस  #Coronavirus #COVID19 #CovidVaccine https://t.co/OW9ueUbLJK",NOT,4102
"@mybmc I reached the 'CONFIRM' page of 4 different centers but after pressing confirm, nothing happens and the button is reactivated! Really a f***** up website! Vaccine Guru se Vaccine bhikari bann gaye hai... such a shame! #ResignModi",HOF,4103
3ndeir heyyy Part-time whore reporting for duty🤝🏾 https://t.co/YY1reQfucs,HOF,4104
painted my nails black now i feel like the baddest bitch,HOF,4105
@Drnadeem07 @nadeem_need @MdUmar__ भोसडीके गंदी नाली के किडे इतने गालीयां खाकर भी कमेंट करना नही छोड़ रहा तुझे औकात दिखाने के लिए जानबूझकर गलत शब्दों का प्रयोग कर रहा हूँ और तू बराबर कमेंट पर कमेंट करता जा रहा है कुत्ता जब मुँह मे हड्डी पकडता है उसके गांड डंडा मारे तक हड्डी खाना नही छोड़ना तू वैसा ही लग रहा है,HOF,4106
The wrong interpretation of #Islam leads to #Islamophobia.,NOT,4107
@RAJESHKRATHORE @NayakRagini अंडभक्तो की नाजायज़ औलाद से ऐसी ही कामना करतें है क्योंकि कमलगट्टो चड्डो अंडभक्तो को सिर्फ ओर सिर्फ फैंकू दिखता है चाटो हरामखोर,HOF,4108
@Alya_ism मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,4109
"@narendramodi @vonderleyen You are a failure to the country , a reminder if you have forgotten. You are only having conversations with other countries but we who have lost loved ones and seeing others lose their loved ones know the ground reality of the",HOF,4110
@Shabazk313 @Murli20915352 @MaheboobGogi @BJP4Karnataka #Hindus DYING #HindusLivesMatter   #KindAttnPMNarendraModi  #coronasecondwaveinindia #ModiMadeDisaster #ResignModi    #BJP #RSS LIARS   I WARNED 2 YRS BACK #RSSTerrorists BANNED BY SARDAR PATEL IGNORED  #शेर_नहीं_भेड़िया_पाल_लिया_भक्तो  #MautKaSaudagar,HOF,4111
पश्चिम बंगाल में भाजपा कार्यकर्ताओं और लोकतंत्र की हत्या के विरोध में आज पहाड़ी ज़िला में धरना प्रदर्शन किया गया।भाजपा कार्यकर्ताओं पर जो प्रहार हो रहा है हम सभी इस विपत्ति काल में बंगाल के कार्यकर्ताओं के साथ  है । #BengalBurning  #TMC_के_गुंडे https://t.co/cw9yVieYFF,NOT,4112
"@PrinceArihan @JPNadda हम हिंदुओं को धरना नही, बदला चाहिए।  #BengalViolence #BengalBurning   https://t.co/74t3fjPDWb",HOF,4113
@WeirdlyHungry चुटिया है क्या बोस्डीके। Hindus follow gotra system.,HOF,4114
"@qarisohaibrjd ""शेर का एक दिन, गीदड़ के हज़ार सालों से बेहतर है"" - हज़रत टीपू सुल्तान (अलैरहमा) #JusticeForShahabuddin",NOT,4115
"ऐसी सत्ता का अचार डालेंगे साहब,  जब कार्यकर्ता ही जीवित ना रहे!   यह विश्वनेता बनने की बीमारी  है लाशो पर मौन रहने की लाचारी!  धिक्कार है! #BengalBurning @narendramodi @AmitShah  @SuPriyoBabul @ArjunsinghWB https://t.co/ZQzJX5cYBd",HOF,4116
रूस ने कोरोना की सिंगल डोज वैक्सीन बनाने में कामयाबी हासिल कर ली है। इस वैक्सीन का नाम है स्पुतनिक लाइट और यह 79.4% असरदार है।  #CovidVaccine  #FightAgainstCOVID19  @MoHFW_INDIA,NOT,4117
@myogiadityanath उत्तरप्रदेश की हक़ीक़त बयान करते हुए देश की बेटी #ModiResign #modiMustResign #ResignPMmodi #ModiGovtSeNaHoPayega #ModiAbandonedIndia #ModiSarkarHiSystemHai #HappyBirthdayRohit #ModiKaVaccineJumla #DCvsKKR  #YogiAdityanath #DM_शैलेश_यादव_सस्पेंड  #OxygenShortage https://t.co/Ywsf9jwRV8,NOT,4118
"कनाडा में एक मुस्लिम परिवार के 4 फ़र्द को रौंदकर क़त्ल करने वाला आतंकवादी यहूदी है। यक़ीन जानिये अगर ये क़त्ल करने वाला मुस्लिम होता और मक़तूल फ़ैमिली ग़ैर-मुस्लिम होती तो दुनिया की इस्लामोफोबिक मीडिया अबतक ""इस्लामिक आतंकवाद"" का रंडी-रोना रो रही होती। #IslamophobiaIsTerrorism",HOF,4119
Man pleading for oxygen not to be taken away from her mother for a VIP asshole. https://t.co/ihW9Si3N1q #ModiKaVaccineJumla #ModiResignOrRepeal @dhruv_rathee @i_am_ravish,HOF,4120
पैदाइशी मूर्ख है या धरती पर आकर मूर्ख   बने हैं ☺ https://t.co/tz3rDKqgPU,HOF,4121
@yadavtejashwi ज़िंदगी और मौत दोनों से डर रहे है। बंदे में कुछ तो ख़ास बात थी। इसलिए ही लाश देने से डर रहे है। #JusticeForShahabuddin,NOT,4122
मरहूम शाहबुद्दीन साहब के साथ जो हुआ और ये जिसने भी किया वो भी तैयार रहे क्यो ऊपर वाला सब देख रहा है उसके घर देर है अंधेर नही  #JusticeForShahabuddin,NOT,4123
गुजरे हुए वक़्त में हुई गुस्ताखियों को माफ़ करना....   मौजूदा वक़्त में कौन सा ट्वीट आखिरी हो इसका पता नही..!! 😥😥 #ExitModi #COVID19  #IndiaCovidCrisis #ElectionResult,NOT,4124
हमारे उम्मीदवार का यह दुर्दशा किया है टोलाबाज गुंडों ने #PresidentsRuleinBengal #BengalBurning https://t.co/GneJ7Fp2IW,HOF,4125
Now where is that CCP idiot who compared their space mission with pyres of Indian diseased due to #ChineseVirus??   #CCPVirus #HoldChinaAccountable #ChinaLiedPeopleDied  https://t.co/t4qK58V516,HOF,4126
साहब ने जितनी मेहनत बंगाल को मनाने में की अगर उतनी ही मेहनत अपनी लुगाई को मनाने में करते तो वो आज उनके साथ होती😂🤣🤣 #BengalElections2021  #ModiKaVaccineJumla  #ModiMustResign,NOT,4127
Not taking vaccines out of sheer fear is stupidity. You're just risking your lives in the process. #COVID19 #CovidVaccine,HOF,4128
"@DhzWrld â€œThatâ€™s your bitch, huh? R. Kelly I may just piss on herâ€ Basically any of his R Kelly quotes always make me laugh lmao. or â€œLeave you with a shit bag, you got bloody farts boyâ€",HOF,4129
Nvidia: We can’t keep up with demand for our 30 series GPU’s what do we do?  Guy in the back: Hear me out. Let’s make a 3080 Ti  Nvidia: You crazy son of a bitch I’m in.  #NVIDIA  #3080ti https://t.co/1fAPDNCXtY,NOT,4130
"With the global pandemic so bad in many countries around the world, vaccine production MUST be increased exponentially! Damn the patents! Give the order @JoeBiden @JustinTrudeau Emergency Measures now! #IndiaCovidCrisis 🖖",NOT,4131
How low do you have to be to shag a married man whoâs wife is being treated for cancer? If the headlines in the rags had âmistress who shagged married man whilst wife was being treated for cancer finally weds himâ do you think the voters would still think Johnson a  good laugh?,HOF,4132
Piss off ðŸ˜’ https://t.co/DygIQRPi3O,HOF,4133
Do us a favour @narendramodi Ji.. instead of reviewing the situation please resign. Give the responsibility in the hands of a person who cares for our citizens.. #ResignPMmodi https://t.co/q0R1oE0sTA,HOF,4134
#JusticeForShahabuddin #OsamaShahab #matlabiduniya 😔 कौन दुनिया में समझता है किसी और का दर्द रेल का वज़न तो पटरी को पता होता है         अल्लाह रब्बुलइज़्ज़त मग़फ़िरत करे https://t.co/Aqc7UuU3wR,NOT,4135
This is not Rejection ...... this is Humiliation .  #BJPKorbe200Paar #ResignPMmodi #WestBengalElections2021,NOT,4136
"@MajorPoonia कौन अपना घर मर्ज़ी से छोड़ता है साहब ? #BengalBurning असहाय,बेसहारा और मज़बूरों के आशियाने को उजाड़ने वालों, काल का पहिया घूम रहा है,ईश्वर सबका हिसाब इधर ही करेगा  ऊपर वाले की लाठी हमेशा कुर्सी पर बैठे नफ़रत में डूबे लोगों की लाठी से बहुत भारी",NOT,4137
सिवान में लालटेन बुझ गया @yadavtejashwi ji #GaddarRJD  #bocottRJD #JusticeForShahabuddin,NOT,4138
"कोरोना से बचना है तो दो गज की दूरी मास्क है जरूरी, घर से अनावश्यक बाहर ना निकले। #COVID19 #CovidVaccine #NationalTV https://t.co/E1kSUNwCpX",NOT,4139
@ghaziabadpolice @Uppolice @amitpathak09 @adgzonemeerut @igrangemeerut @AmarUjalaNews @AHindinews @NavbharatTimes @Live_Hindustan @TOINoida @dgpup क्या गाजि़याबाद पुलिस इस अज्ञानी मुर्ख नरसिम्हानंद सरस्वती को गिरफ्तार नही कर सकती??क्या गाजि़याबाद पुलिस पर किसी का दबाव है क्या जो अबतक इस नरसिम्हानंद सरस्वती को गिरफ्तार नही किया गया?? देश के हर शहर से इस नरसिम्हानंद सरस्वती के खिलाफ FIR हुयी फिर भी इसे गिरफ्तार नही किया गया😡 https://t.co/e89XIYKzWD,HOF,4140
"Why the fuck did he export so many vaccines to other countries, when the entire country is now struggling to get themselves vaccinnated. #ModiKaVaccineJumla https://t.co/l4vQV1vEFo",HOF,4141
Sex को बारेमा कुरा गर्दा लजाउने मुख छोप्ने अनि लुकी कुकी sex video हेर्ने अनि लुकी कुकी असुरक्षित sex गराउने अनि भुरी बुकाउने अनि ekon खाने नै हामी महिला होइन त्यसैले सेक्स अति आवश्यक कुरा हो तर मन जितेर  गर्ने हो सेक्स को बारेमा बोल्दा रन्डी भालुरे अनि लुकी कुकी हेर्ने है।।।,HOF,4142
@iRaviTiwari I demand #ResignPMmodi  are you stand for people in India ? I'm against what ever is happening in Bengal I demand culprit should get punishment. I stand for all human beings 🙏 and against @PMOIndia  @narendramodi because he does not care about human lives in India 🙏 JAI MAHADEV,HOF,4143
पिछले साल दिये जल रहे थे इस साल लाशे जल रही हैं.  #COVIDEmergency #CoronaSecondWave #COVID19India  #ModiMadeDisaster #ModiKaVaccineJumla,NOT,4144
#bengalviolence Be careful everyone. Some unscrupulous people are posting these pictures on social media to spread tension in the state and the country.  #CovidIndia #COVIDEmergencyIndia #ममता_की_निर्ममता #SpinelessBJP #SpinlessBJP #बंगाल_हिंसा #COVIDEmergency   #BengalBurning https://t.co/lCTNPIUEvM,NOT,4145
@jyotiyadaav मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,4146
चुनाव बाद हिंसा में मारे गए लोगों के परिजनों को दो-दो लाख की आर्थिक मदद देगी ममता सरकार।  @BJP4Bengal #BengalBurning @MamataOfficial https://t.co/RyW7GJPmmm,NOT,4147
"मोदी सरकार का दावा- पिछले साल से ज्यादा हो रहा ऑक्सिजन का उत्पादन, कर्नाटक ने सप्लाई बढ़ाने को कहा तो पहुंच गई SC #Modi #ModiMadeDisaster #BJP #coronavirus #Corona #CovidVaccine #OxygenCylinders #OxygenCrisis #OxygenShortage #Karnataka #SupremeCourt https://t.co/0wOkeWg49o",NOT,4148
"जब बंगाल में रैली करनी थी तब लाखो कार्यकर्ताओं को बुलाकर रैलियां करते थे, अब जब हम जैसे  कार्यकर्ता को पीटा जा रहा है तो बोल रहे है कि कोरोना प्रोटोकॉल को ध्यान में रखते हुए धरना देंगे! ये सिर्फ हम हिन्दुओ को बेवकूफ बना रहे है!"" #BengalBurning",NOT,4149
@kafir_sangi @SatinderSahota8 On world 🤣🤣🤣 u r pure shit of Modi  #किसानो_पर_FIR_मत_करो #कृषि_कानून_रद्द_करने_पड़ेंगे #ResignModi #Resign_PM_Modi #ExitModi,HOF,4150
"@SushilModi कुछ भी मतलब कुछ भी, बस ट्वीट करते रहना है. कमाल करते हो छोटे मोदी #ModiMustResign #ModiKaVaccineJumla #ModiResign",NOT,4151
इस विडियो 👇 में राक्षस वृत्ति के ऐसे घिनौने कृत्य से हम सबका मन विचलित हो उठता है।अब देखिए कि दुष्ट आरोपी का कागज़ी नाम भी ईश्वर है।😭दुखद 😭 ऐसे लोगों के खिलाफ सख्त कानूनी कार्यवाही होना आवश्यक है। @RSSorg @boddhikvibhag1 @arungovil12 @teambtfraj @BishnoiPabbaram @Aacharya_29 https://t.co/1JCv8x4SIv,NOT,4152
"@PuspendraTweet  हल्का फुल्का बुखार, चिड़चिडाहट  और सांस लेने में तकलीफ,कोरोना के लक्षण नहीं है..  कुछ लोगों को ये बिमारी 2014 से है और अभी दशकों तक बनी रहेगी। ..😷  #PresidentRuleInBengal #BengalBurning #BengalViolence #CruelMamata #Congress",HOF,4153
ज्ञान नही वैक्सीन चाहिए....  #ModiKaVaccineJumla   @INCUttarPradesh @abhaypandey04 @pankhuripathak @pradeepjain52 @ShaliniSinghINC https://t.co/q2wsHx0NJ6,NOT,4154
क्या सहाबुद्दीन साहब को इंसाफ मिलेगा उनकी मौत की जांच होनी चाहिए  #JusticeForShahabuddin,NOT,4155
नी शब्द #ModiKaVaccineJumla,NOT,4156
"@SmokingSkills_ वो एक कहावत है न शेर का इतना लाड भी मत करो कि वो शिकार करना ही भूल जाये। जंगल में लगी आग पिचकारी से नहीं बुझती, इसके लिए सुनामी लानी पड़ती है! #BengalBurning #BJPSaveYourBengaliSupporters",NOT,4157
@puneetsinghlive तू पत्रकार है के कांग्रेस का दलाल। केवल पप्पू की चमचागिरी कर रहा है।,HOF,4158
मतलबी होना तो इंसान की फितरत है ♥️साहब ♥️ बारिश रुकने के बाद तो छतरी भी बोझ लगने लगती है  कुछ लोगों को.  #JusticeForShahabuddin,NOT,4159
True fact not tool kit PM Modi is not responsible for pandemic. China is. Youâ€™re getting infected because you were careless. PM Modi is not going to remind you every minute to follow Covid-Appropriate behaviour. #StayHome #StaySafe #ChineseVirus ðŸ˜¡ Bloody #ChineseVirus ðŸ˜¡ https://t.co/tiVEaFOmP4,NOT,4160
@MrsGandhi अगर घर वाले कुत्ते को अकेला छोड़ के जाते हैं तो कुत्ता अवश्य भोंकता है।,HOF,4161
"कनाडा में एक मुस्लिम परिवार के 4 फ़र्द को रौंदकर क़त्ल करने वाला आतंकवादी यहूदी है। यक़ीन जानिये अगर ये क़त्ल करने वाला मुस्लिम होता और मक़तूल फ़ैमिली ग़ैर-मुस्लिम होती तो दुनिया की इस्लामोफोबिक मीडिया अबतक ""इस्लामिक आतंकवाद"" का रंडी-रोना रो रही होती। #IslamophobiaIsTerrorism",HOF,4162
@mchooyah Well it’s not U2 that’s for damn sure. Let Apple know please.,NOT,4163
@pranshulgarg @ajitanjum #SOSIYC  @IYC @TeamSaath  @srinivasiyc @warispathan  @officialdsgmc @FaithandCare786  @PunYaab @mandeeppunia1 #SuperSpreaderModi #ModiDisasterForIndia  #ResignModi #Resign_PM_Modi  #VaccineRegistration  #cowinregistration #KindAttnPMNarendraModi #किसानों_का_मोदी_को_धोबीपटका,NOT,4164
Bengal is just a trailer. India without Modi is just a hell for us. #CruelMamata #HindusLivesMatter #BengalBurning,NOT,4165
#SuperSpreaderModi #ModiDisasterForIndia  #ResignModi #Resign_PM_Modi  #VaccineRegistration  #cowinregistration #KindAttnPMNarendraModi #किसानों_का_मोदी_को_धोबीपटका  😡 https://t.co/m20AaqSEu1,NOT,4166
पश्चिम बंगाल में हुई हिंसा को लेकर जयपुर में बीजेपी का विरोध प्रदर्शन #BengalBurning #Rajasthan @Rajendra4BJP @BJP4Rajasthan @DrSatishPoonia @gssjodhpur @VasundharaBJP  https://t.co/AuCZLE9hMq,NOT,4167
Fighter of Corona Virus #रोहित_सरदाना #RohitSardana #YogiJhootaHai #aajtak #ModiKaVaccineJumla https://t.co/HgsO6kSSXE,NOT,4168
आरंभ है प्रचंड🤔 #BengalBurning https://t.co/5Mfab8TM4N,NOT,4169
तिहाड़ जेल के स्पेशल सेल में कोरोना पहुंचा कैसे मुझे लगता हे ये सिस्टम का कोरोना है    #JusticeForShahabuddin,NOT,4170
"@SurekaMahendra @Dr_Uditraj @RahulGandhi @INCIndia @rssurjewala @ReallySwara @AcharyaPramodk @digvijaya_28 @ashokgehlot51 दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",HOF,4171
Lockdown से काम नहीं चल रहा है अब तो STEPDOWN करे सरकार! #ResignModi,NOT,4172
"@TerryGilfoyle @Everton Sly fucker gave up on us weeks ago Terry,,",HOF,4173
@plusgrizi Fuck off fam are you gay,HOF,4174
@BryceHall Wanker https://t.co/9XA3m1vhqc,HOF,4175
@KhusterK @shanu_sab सुबह से लोग ओसामा साहब की मदद के लिये नेताओं से अपील कर रहे थे इमरान प्रतापगढ़ी @ShayarImran ओसामा साहब के पास पहुंचे यहाँ मैं किसी को अच्छा बुरा नही बना रहा लेकिन आप लोग जब भी इमरान प्रतापगढ़ी के किरदार पे उंगली उठाये तो याद रखियेगा ये बन्दा हाज़िर जवाब है #JusticeForShahabuddin,NOT,4176
'बंगाल जैसी हिंसा अगर किसी बीजेपी-शासित राज्य में हुई होती  तो अब तक ये अंतर्राष्ट्रीय मुद्दा बन गया होता।  #BengalBurning,NOT,4177
Some people have just one agenda. Generate hatred against the Muslims of the country. We need to expose these divisive elements. Highlight their mischief which weakens our country. #covid #islamophobia https://t.co/DWAu8078RG,NOT,4178
वह काफिर जो अंतर काती  कबीर साहेब की वाणी है जो दूसरे के प्रति अपने दिल के अंदर नफरत रखते हैं व दवेश रखते हैं वह दुष्ट व्यक्ति हैं! https://t.co/y7r5syHKOz,NOT,4179
"#ResignModi #Resign_PM_Modi   India’s prime minister advanced a muscular foreign policy, but his mishandling of the pandemic is an embarrassing step back. https://t.co/RW1oK3Xk4f",HOF,4180
@DNNSINGH_Gattu @PMOIndia ये हरामी नंबर वन है।,HOF,4181
"इनको मांही खाना है, तो ये ससुरे सुअर, सुअर का मांस खायें!! https://t.co/YVcfMhZe7c",HOF,4182
"As #India reels from a second wave of #COVID19 infections that is devastating major cities, stockpiles are falling short of surging demand in the country, health experts warn. - #IndiaFightsCorona #Mumbai #delhilockdown #DelhiCovid #IndiaCovidCrisis #indiacovid #IndiaNeedsOxygen https://t.co/ORB7WlVOTQ",NOT,4183
Hard for India to strengthen climate ambition when many experts are diverted to helping Covid sufferers find oxygen and hospital beds #IndiaCovidCrisis https://t.co/nFHlEXXtxq,NOT,4184
@piersmorgan Too bad he left all that behind to become the shitbag he is now.,HOF,4185
@Pagalnum2 चुप रहो तुम,NOT,4186
@arianna14480311 bitch youre funny tf,NOT,4187
"Pak pm Imran Khan's statements on #Islamophobia, the #EuropeanParliament passed a resolution against Pakistan. The status-plus status was demanded to be revoked and further #blasphemy laws were raised in #Pakistan. We strongly condemn the resolution by EU against Pakistan.",NOT,4188
@ajitanjum @scribe_prashant जी बिलकुल नल्ला पत्रकार नल्ले कुत्ते से खेल रहा है  पर नस्ल दोनो की एक है,HOF,4189
Another LIE by our dear PM &amp; Govt of India regarding vaccination for 18+ age group from 1st May Onwards ... Why do you give fake hopes to youth of nation ... One More Lie .... Liar Liar Liar #ModiKaVaccineJumla #VaccineFor18Plus ? #LiarModi,HOF,4190
@newslaundry मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,4191
@RodneyTori We got Laura Mae here and I ain't abandoning her in the fight against that shitbag McVety,HOF,4192
"@abpmajhatv @BhagatJaydeep बोर्ड लगा था ""मात्र 100 रू मे प्रधानमंत्री बनना सीखें ""अन्दर जाकर देखा तो कमीने लोग,चाय बनाना सीखा रहे थे....😂😂",HOF,4193
Humans r dying due 2 lack of oxygen &amp; spread of diseases. Seems our PM wants our future generations to suffer as well. Uprooting of Jamun trees such a bad idea.#CentralVista #IndiaCovidCrisis  https://t.co/4YtRpLpJul,HOF,4194
@MaskedSingerUK you for real. How does shit like this get on the TV. I'm glad I pay my tv licence for bollocks like this on the box. #maskedsinger #TheMaskedDancer.,NOT,4195
"@SanatanWomen @myogiadityanath @PMOIndia @narendramodi @DMjaunpur @RSSorg इस तरह हम सक्षम होते हुए भी किसी की मदद करने से डरेंगे ,कोई भी सरकार अकेली कुछ भी नही कर सकती है ,कुछ भी मतलब कुछ भी! #COVIDEmergency #COVIDSecondWaveInIndia #COVID19India #CovidHelp #CovidIndiaInfo #OxygenEmergency #IndianLivesMatter #IndiaNeedsOxygen #IndiaCovidCrisis",NOT,4196
क्या साबुद्दीन का RJD ने लालू जी के बदले  सौदा किया  आपकी क्या राय है?? #JusticeForShahabuddin  #JusticeForShahabuddin,NOT,4197
"Heartbreaking seeing what is happening in India right now. If you can spare any money, please consider donating to the charities in this amazing mutual aid document below 🤝https://t.co/SkHB5iWziq  #India #IndiaCovidCrisis",NOT,4198
"ये बंगाल की CM ममता बनर्जी नही है,ये Terror की आका डायन है👹जो बंगाल मे TMC पार्टी के आतंकवादी जिहादीयोंसे बलात्कार,खुन,खराबा बंमबारी कराती है  #TMCTerror #TMCGoons #BengalBurning #BengalViolence #MamtaisTerrorist #ArrestMamta #ShameOnDiaonMamta #ShameOnTerroristMamtaBanerjee https://t.co/pTQ6UmkzOh",HOF,4199
The Vaccination drive by Modi Govt has proven to be a big failure..... #ModiKaVaccineJumla,HOF,4200
@POTUS @VP Wave those #COVID19 #Vaccine patents now before anymore people needlessly die. This callous World is even more heartbreaking during a Worldwide Pandemic. #IndiaCovidCrisis #IndiaNeedsOxygen https://t.co/EVMAchtuwS,NOT,4201
